Points_0,Points_1,Points_2,U_0,U_1,U_2,p
2,2.5,10.62,-0.00863924,0.00424569,-0.600717,257.844
2,2.5,10.65,-0.00714835,0.00478556,-0.606164,257.945
2,2.5,10.68,-0.00563532,0.00530653,-0.60978,258.047
2,2.5,10.71,-0.00473321,0.00611364,-0.608244,258.149
2,2.5,10.74,-0.00394685,0.00716113,-0.604234,258.248
2,2.5,10.77,-0.00314636,0.00822748,-0.60014,258.348
2,2.5,10.8,-0.00246114,0.00928297,-0.598535,258.445
2,2.5,10.83,-0.00184844,0.0104173,-0.59899,258.538
2,2.5,10.86,-0.00121718,0.0115537,-0.599389,258.633
2,2.5,10.89,-0.000749849,0.0127544,-0.59549,258.711
2,2.5,10.92,-0.000193178,0.0139986,-0.595301,258.8
2,2.5,10.95,0.000318133,0.0157651,-0.596852,258.91
2,2.5,10.98,0.00057909,0.0178618,-0.596483,259.03
2,2.5,11.01,0.000607639,0.0193367,-0.593651,259.124
2,2.5,11.04,0.000664983,0.0209879,-0.591645,259.213
2,2.5,11.07,0.000782695,0.0231073,-0.590347,259.321
2,2.5,11.1,0.000918429,0.025273,-0.590833,259.437
2,2.5,11.13,0.0011625,0.0275227,-0.590991,259.552
2,2.5,11.16,0.00141386,0.030149,-0.58887,259.649
2,2.5,11.19,0.0013669,0.0323687,-0.584377,259.739
2,2.5,11.22,0.0011957,0.0340599,-0.577223,259.826
2,2.5,11.25,0.00101297,0.0356537,-0.569895,259.911
2,2.5,11.28,0.000850919,0.0364914,-0.5684,260.01
2,2.5,11.31,0.000664685,0.0376318,-0.566002,260.105
2,2.5,11.34,0.00055566,0.0391973,-0.560436,260.194
2,2.5,11.37,0.000426051,0.0409337,-0.551593,260.298
2,2.5,11.4,0.000263111,0.0421431,-0.539032,260.395
2,2.5,11.43,0.000183822,0.0432526,-0.531724,260.483
2,2.5,11.46,0.000218185,0.0443439,-0.529564,260.562
2,2.5,11.49,0.00028006,0.0455151,-0.527224,260.641
2,2.5,11.52,0.000237179,0.0450695,-0.520378,260.723
2,2.5,11.55,-0.00019686,0.0452682,-0.509101,260.802
2,2.5,11.58,-0.000570158,0.0447491,-0.494725,260.889
2,2.5,11.61,-0.000831972,0.0442819,-0.482098,260.973
2,2.5,11.64,-0.000752079,0.0436787,-0.475044,261.048
2,2.5,11.67,-0.000984068,0.0421221,-0.466352,261.119
2,2.5,11.7,-0.000968885,0.0422448,-0.454199,261.196
2,2.5,11.73,-0.00101515,0.0416734,-0.43883,261.269
2,2.5,11.76,-0.000731727,0.0401529,-0.433133,261.337
2,2.5,11.79,-0.000634391,0.0380924,-0.426849,261.409
2,2.5,11.82,-0.000565098,0.0358636,-0.418383,261.482
2,2.5,11.85,-0.000685062,0.0321435,-0.409706,261.546
2,2.5,11.88,-0.000555549,0.0308083,-0.399034,261.607
2,2.5,11.91,-0.000365358,0.0297869,-0.388048,261.673
2,2.5,11.94,-0.000231721,0.0289535,-0.376369,261.74
2,2.5,11.97,-0.000147942,0.0267606,-0.367118,261.799
2,2.5,12,-0.000439808,0.0249024,-0.360539,261.854
2,2.5,12.03,-0.00070843,0.0229988,-0.354169,261.909
2,2.5,12.06,-0.000871717,0.021032,-0.348741,261.963
2,2.5,12.09,-0.000904867,0.0193358,-0.344624,262.011
2,2.5,12.12,-0.000980321,0.0180242,-0.340621,262.059
2,2.5,12.15,-0.0011044,0.0170127,-0.336731,262.106
2,2.5,12.18,-0.00112421,0.014827,-0.333103,262.151
2,2.5,12.21,-0.00121342,0.0128186,-0.329854,262.199
2,2.5,12.24,-0.00128494,0.0110025,-0.326947,262.251
2,2.5,12.27,-0.00132387,0.00938102,-0.324416,262.307
2,2.5,12.3,-0.00134145,0.00798262,-0.322378,262.36
2,2.5,12.33,-0.00126883,0.00713775,-0.322014,262.402
2,2.5,12.36,-0.00119679,0.00629982,-0.321671,262.443
2,2.5,12.39,-0.00112582,0.00547482,-0.321366,262.484
2,2.5,12.42,-0.00105738,0.00468011,-0.321149,262.525
2,2.5,12.45,-0.00116187,0.00284573,-0.319836,262.569
2,2.5,12.48,-0.0014568,0.00206584,-0.318652,262.618
2,2.5,12.51,-0.00172744,0.00151155,-0.31648,262.666
2,2.5,12.54,-0.00192142,0.00108451,-0.313056,262.712
2,2.5,12.57,-0.00213041,0.000672453,-0.310262,262.76
2,2.5,12.6,-0.00250111,0.000394098,-0.313808,262.815
2,2.5,12.63,-0.00286147,-9.75936e-05,-0.313613,262.87
2,2.5,12.66,-0.00327891,-0.000599666,-0.313258,262.922
2,2.5,12.69,-0.00364233,-0.00103448,-0.312553,262.972
2,2.5,12.72,-0.00396315,-0.00145625,-0.310969,263.022
2,2.5,12.75,-0.00434089,-0.00187688,-0.309649,263.075
2,2.5,12.78,-0.00482967,-0.0022673,-0.312936,263.122
2,2.5,12.81,-0.00534488,-0.00265541,-0.316241,263.171
2,2.5,12.84,-0.00577463,-0.00271741,-0.315329,263.22
2,2.5,12.87,-0.00621655,-0.00254574,-0.313129,263.269
2,2.5,12.9,-0.00663198,-0.00235091,-0.310396,263.317
2,2.5,12.93,-0.00704577,-0.00220612,-0.308956,263.366
2,2.5,12.96,-0.00765061,-0.00200224,-0.307523,263.419
2,2.5,12.99,-0.00843676,-0.00181688,-0.307195,263.478
2,2.5,13.02,-0.00935657,-0.00162348,-0.307164,263.532
2,2.5,13.05,-0.0102569,-0.00138,-0.308257,263.582
2,2.5,13.08,-0.0111887,-0.00115348,-0.310478,263.633
2,2.5,13.11,-0.0122924,-0.000929997,-0.310775,263.683
2,2.5,13.14,-0.0136224,-0.00073475,-0.310063,263.735
2,2.5,13.17,-0.014658,-0.000594181,-0.308558,263.781
2,2.5,13.2,-0.0156116,-0.000467076,-0.306781,263.825
2,2.5,13.23,-0.0165931,-0.000342205,-0.304335,263.873
2,2.5,13.26,-0.01747,-0.000249731,-0.303125,263.916
2,2.5,13.29,-0.0184072,-0.00016162,-0.301627,263.96
2,2.5,13.32,-0.0193272,-7.42748e-05,-0.300112,264.003
2,2.5,13.35,-0.020233,6.16383e-06,-0.298567,264.046
2,2.5,13.38,-0.0213356,-3.00735e-05,-0.295401,264.107
2,2.5,13.41,-0.0230711,-0.000111053,-0.290929,264.183
2,2.5,13.44,-0.0234726,-4.67418e-05,-0.288283,264.228
2,2.5,13.47,-0.0236643,4.10674e-05,-0.2859,264.268
2,2.5,13.5,-0.0238299,0.000121774,-0.28272,264.317
2,2.5,13.53,-0.0238907,0.000135154,-0.278739,264.372
2,2.5,13.56,-0.0238179,0.000114579,-0.275152,264.419
2,2.5,13.59,-0.0244189,0.000184545,-0.271871,264.462
2,2.5,13.62,-0.0249562,0.000241,-0.268236,264.504
2,2.5,13.65,-0.0245201,0.00026008,-0.263224,264.543
2,2.5,13.68,-0.0243561,0.000279013,-0.259692,264.583
2,2.5,13.71,-0.024182,0.000297962,-0.256198,264.623
2,2.5,13.74,-0.0239894,0.000316942,-0.252774,264.663
2,2.5,13.77,-0.0245709,0.000312468,-0.248175,264.708
2,2.5,13.8,-0.0247825,0.000337067,-0.242746,264.756
2,2.5,13.83,-0.0238488,0.000382776,-0.23604,264.803
2,2.5,13.86,-0.0233581,0.000417335,-0.229534,264.844
2,2.5,13.89,-0.0222334,0.000502748,-0.226493,264.876
2,2.5,13.92,-0.0208092,0.000621287,-0.224254,264.906
2,2.5,13.95,-0.0199531,0.000598386,-0.219764,264.94
2,2.5,13.98,-0.0191175,0.000572114,-0.214295,264.973
2,2.5,14.01,-0.0180277,0.000564672,-0.208911,265.004
2,2.5,14.04,-0.0170587,0.000608809,-0.205765,265.033
2,2.5,14.07,-0.0161071,0.00065912,-0.203251,265.061
2,2.5,14.1,-0.0154965,0.000628287,-0.200049,265.089
2,2.5,14.13,-0.0144855,0.000609034,-0.197621,265.113
2,2.5,14.16,-0.0135823,0.000610654,-0.195581,265.136
2,2.5,14.19,-0.0129168,0.000642872,-0.19306,265.162
2,2.5,14.22,-0.0123523,0.000645369,-0.190637,265.186
2,2.5,14.25,-0.0114573,0.000562156,-0.188048,265.215
2,2.5,14.28,-0.0103778,0.000499638,-0.185065,265.245
2,2.5,14.31,-0.00940667,0.000491676,-0.1843,265.273
2,2.5,14.34,-0.00860182,0.000500926,-0.183628,265.299
2,2.5,14.37,-0.00793334,0.000534165,-0.182548,265.323
2,2.5,14.4,-0.00720726,0.000566231,-0.181542,265.347
2,2.5,14.43,-0.00607977,0.000600093,-0.180007,265.372
2,2.5,14.46,-0.00550934,0.000541675,-0.179901,265.4
2,2.5,14.49,-0.00496822,0.000521641,-0.179404,265.426
2,2.5,14.52,-0.00438719,0.000496952,-0.179139,265.452
2,2.5,14.55,-0.00372175,0.000458461,-0.179097,265.479
2,2.5,14.58,-0.00302478,0.000430839,-0.178839,265.505
2,2.5,14.61,-0.0024233,0.000509411,-0.178615,265.533
2,2.5,14.64,-0.00179545,0.000592813,-0.178864,265.561
2,2.5,14.67,-0.00117953,0.000675814,-0.179175,265.59
2,2.5,14.7,-0.000675225,0.000770237,-0.179312,265.618
2,2.5,14.73,-0.000370528,0.000945411,-0.178378,265.648
2,2.5,14.76,-0.000165661,0.00116996,-0.177315,265.676
2,2.5,14.79,4.45503e-05,0.0013952,-0.176316,265.703
2,2.5,14.82,0.000311443,0.00161585,-0.17736,265.732
2,2.5,14.85,0.000589749,0.00183768,-0.178996,265.76
2,2.5,14.88,0.00074858,0.00209249,-0.17893,265.787
2,2.5,14.91,0.000865734,0.00234248,-0.178372,265.813
2,2.5,14.94,0.000901525,0.0025697,-0.1768,265.838
2,2.5,14.97,0.00102651,0.00300396,-0.178504,265.872
2,2.5,15,0.00111314,0.00347091,-0.179664,265.907
2,2.5,15.03,0.00105969,0.00393108,-0.179288,265.938
2,2.5,15.06,0.000937957,0.00433389,-0.178574,265.968
2,2.5,15.09,0.000839677,0.00471797,-0.177701,265.997
2,2.5,15.12,0.000761935,0.00510855,-0.177003,266.027
2,2.5,15.15,0.000716669,0.00558458,-0.176182,266.057
2,2.5,15.18,0.00068574,0.00616968,-0.175722,266.089
2,2.5,15.21,0.000643029,0.00686637,-0.176003,266.121
2,2.5,15.24,0.000627958,0.00749686,-0.175859,266.149
2,2.5,15.27,0.000647388,0.007946,-0.174514,266.178
2,2.5,15.3,0.000609646,0.00854069,-0.174156,266.206
2,2.5,15.33,0.000564637,0.00917249,-0.173786,266.236
2,2.5,15.36,0.000505074,0.0100914,-0.172258,266.267
2,2.5,15.39,0.000414221,0.0108544,-0.17088,266.296
2,2.5,15.42,0.000323187,0.0110837,-0.169749,266.319
2,2.5,15.45,0.000257709,0.0110372,-0.168307,266.344
2,2.5,15.48,0.000132701,0.011059,-0.167121,266.369
2,2.5,15.51,-4.81305e-06,0.0111329,-0.166035,266.395
2,2.5,15.54,-0.00018252,0.0114961,-0.164817,266.42
2,2.5,15.57,-0.000211875,0.011968,-0.162621,266.449
2,2.5,15.6,-0.000234055,0.0122826,-0.161149,266.478
2,2.5,15.63,-0.000288484,0.0124098,-0.160695,266.505
2,2.5,15.66,-0.000342542,0.012537,-0.160237,266.532
2,2.5,15.69,-0.000400281,0.0125834,-0.158766,266.56
2,2.5,15.72,-0.00041371,0.0127207,-0.155551,266.584
2,2.5,15.75,-0.000385457,0.0130127,-0.151346,266.609
2,2.5,15.78,-0.000358958,0.0132663,-0.147204,266.634
2,2.5,15.81,-0.000393266,0.013154,-0.145424,266.659
2,2.5,15.84,-0.000391927,0.012482,-0.143261,266.682
2,2.5,15.87,-0.000370399,0.0115925,-0.140437,266.705
2,2.5,15.9,-0.000344368,0.0111959,-0.137055,266.723
2,2.5,15.93,-0.000310008,0.0107974,-0.134034,266.741
2,2.5,15.96,-0.00028395,0.0104743,-0.132737,266.758
2,2.5,15.99,-0.000235119,0.0100101,-0.131264,266.776
2,2.5,16.02,-0.00026805,0.00891959,-0.1288,266.796
2,2.5,16.05,-0.000242794,0.00811533,-0.12679,266.814
2,2.5,16.08,-0.000213192,0.00677038,-0.123577,266.835
2,2.5,16.11,-0.000191304,0.00627944,-0.121708,266.853
2,2.5,16.14,-0.000195598,0.00632441,-0.120275,266.87
2,2.5,16.17,-0.000241936,0.00590782,-0.118699,266.886
2,2.5,16.2,-0.000280494,0.00536111,-0.117155,266.902
2,2.5,16.23,-0.000326274,0.00473392,-0.115675,266.918
2,2.5,16.26,-0.000457578,0.0043193,-0.114475,266.934
2,2.5,16.29,-0.000576734,0.00384414,-0.113339,266.949
2,2.5,16.32,-0.000559354,0.00325595,-0.112404,266.964
2,2.5,16.35,-0.00052379,0.00271709,-0.111662,266.979
2,2.5,16.38,-0.000507942,0.00245671,-0.110972,266.996
2,2.5,16.41,-0.000513538,0.00243054,-0.110233,267.015
2,2.5,16.44,-0.000516532,0.00228401,-0.109354,267.031
2,2.5,16.47,-0.000473434,0.00203594,-0.109582,267.047
2,2.5,16.5,-0.000423472,0.00182836,-0.110071,267.065
2,2.5,16.53,-0.000375755,0.00147002,-0.110091,267.082
2,2.5,16.56,-0.000337065,0.00111693,-0.110251,267.097
2,2.5,16.59,-0.000298795,0.000766711,-0.110417,267.113
2,2.5,16.62,-0.000287793,0.000362561,-0.110047,267.13
2,2.5,16.65,-0.000294936,0.000236421,-0.109458,267.146
2,2.5,16.68,-0.000303516,0.000115222,-0.10873,267.163
2,2.5,16.71,-0.000314086,-1.62339e-06,-0.10787,267.179
2,2.5,16.74,-0.000325434,-0.000116862,-0.106961,267.196
2,2.5,16.77,-0.000350061,-0.000235529,-0.107891,267.215
2,2.5,16.8,-0.000416543,-0.000334044,-0.108385,267.237
2,2.5,16.83,-0.000526224,-0.000421376,-0.108229,267.258
2,2.5,16.86,-0.000697957,-0.000511963,-0.107284,267.275
2,2.5,16.89,-0.000850111,-0.000588532,-0.106614,267.292
2,2.5,16.92,-0.000962673,-0.000624994,-0.107672,267.309
2,2.5,16.95,-0.0010753,-0.000661495,-0.108728,267.325
2,2.5,16.98,-0.00118811,-0.000698116,-0.109779,267.342
2,2.5,17.01,-0.00130857,-0.000735152,-0.110343,267.359
2,2.5,17.04,-0.00149706,-0.000683641,-0.110173,267.376
2,2.5,17.07,-0.00167965,-0.000623364,-0.109461,267.393
2,2.5,17.1,-0.00185519,-0.000563724,-0.108746,267.41
2,2.5,17.13,-0.00202909,-0.000504236,-0.108029,267.426
2,2.5,17.16,-0.00220237,-0.000444801,-0.107312,267.443
2,2.5,17.19,-0.00248269,-0.000382984,-0.107843,267.46
2,2.5,17.22,-0.00277583,-0.000318265,-0.108375,267.478
2,2.5,17.25,-0.00288929,-0.000254566,-0.108204,267.495
2,2.5,17.28,-0.00296809,-0.000194668,-0.107811,267.509
2,2.5,17.31,-0.00320868,-0.000166605,-0.107443,267.528
2,2.5,17.34,-0.00334353,-0.000174754,-0.107295,267.548
2,2.5,17.37,-0.00364164,-0.000171987,-0.106269,267.566
2,2.5,17.4,-0.00391433,-0.000173368,-0.105737,267.584
2,2.5,17.43,-0.0041995,-0.000165795,-0.105691,267.601
2,2.5,17.46,-0.00457542,-0.00012235,-0.104992,267.62
2,2.5,17.49,-0.00467269,-9.81925e-05,-0.104583,267.638
2,2.5,17.52,-0.00480639,-7.64853e-05,-0.103628,267.656
2,2.5,17.55,-0.00499921,-4.32079e-05,-0.10298,267.673
2,2.5,17.58,-0.00503128,-1.85201e-05,-0.102681,267.688
2,2.5,17.61,-0.00497006,-2.63465e-05,-0.101554,267.703
2,2.5,17.64,-0.00490251,-3.6169e-05,-0.100415,267.717
2,2.5,17.67,-0.0049093,-5.51444e-05,-0.099757,267.735
2,2.5,17.7,-0.00501732,-8.29596e-05,-0.099015,267.757
2,2.5,17.73,-0.00507956,-0.000108383,-0.0979279,267.771
2,2.5,17.76,-0.00496717,-0.000137564,-0.0967013,267.786
2,2.5,17.79,-0.0048138,-0.000131702,-0.094622,267.802
2,2.5,17.82,-0.00453928,-0.000129166,-0.0941509,267.815
2,2.5,17.85,-0.00425762,-0.000119259,-0.0934917,267.827
2,2.5,17.88,-0.00401,-0.0001149,-0.0923353,267.84
2,2.5,17.91,-0.00351109,-9.57353e-05,-0.0908656,267.854
2,2.5,17.94,-0.00308075,-5.93527e-05,-0.089106,267.869
2,2.5,17.97,-0.00262518,-1.91471e-05,-0.0871363,267.884
2,2.5,18,-0.00215681,-2.45508e-05,-0.0859526,267.898
2,2.5,18.03,-0.00151767,-4.06837e-05,-0.0846941,267.912
2,2.5,18.06,-0.000941244,-6.10823e-05,-0.0832326,267.925
2,2.5,18.09,-0.00076064,-2.34298e-05,-0.082337,267.938
2,2.5,18.12,-0.00064753,3.27743e-05,-0.0816988,267.95
2,2.5,18.15,-0.000577308,9.03209e-05,-0.0805863,267.961
2,2.5,18.18,-0.000301775,9.26036e-05,-0.0795442,267.971
2,2.5,18.21,0.000150809,6.67552e-05,-0.0781245,267.98
2,2.5,18.24,0.00050625,3.81676e-05,-0.0763395,267.989
2,2.5,18.27,0.000743101,2.40702e-05,-0.0760492,267.999
2,2.5,18.3,0.000937828,1.52746e-05,-0.076313,268.01
2,2.5,18.33,0.00119595,1.24344e-05,-0.0761634,268.02
2,2.5,18.36,0.00126137,1.66033e-05,-0.075422,268.032
2,2.5,18.39,0.0013021,2.97502e-05,-0.0746612,268.043
2,2.5,18.42,0.00134327,4.2566e-05,-0.0738995,268.054
2,2.5,18.45,0.00138458,5.52689e-05,-0.0731374,268.065
2,2.5,18.48,0.00165459,0.000107528,-0.0730363,268.077
2,2.5,18.51,0.00175199,0.000131309,-0.0722491,268.089
2,2.5,18.54,0.00181499,0.000142292,-0.071912,268.1
2,2.5,18.57,0.00191787,0.000149153,-0.0719829,268.111
2,2.5,18.6,0.00209776,0.000159819,-0.0722635,268.122
2,2.5,18.63,0.0021629,0.000162693,-0.0718597,268.132
2,2.5,18.66,0.00217383,0.000170815,-0.0715881,268.143
2,2.5,18.69,0.00220517,0.000187663,-0.0716728,268.153
2,2.5,18.72,0.00221942,0.00021804,-0.0719219,268.164
2,2.5,18.75,0.00214935,0.000256841,-0.0718118,268.176
2,2.5,18.78,0.00208628,0.000302325,-0.0717652,268.188
2,2.5,18.81,0.00198262,0.000364178,-0.0718909,268.2
2,2.5,18.84,0.00187724,0.0004341,-0.0721521,268.211
2,2.5,18.87,0.00177489,0.00051054,-0.0725051,268.223
2,2.5,18.9,0.00166906,0.000600389,-0.0729652,268.235
2,2.5,18.93,0.00149991,0.000679799,-0.0729154,268.247
2,2.5,18.96,0.00126246,0.000773887,-0.0723918,268.26
2,2.5,18.99,0.00105838,0.000882066,-0.072452,268.272
2,2.5,19.02,0.000879135,0.00100182,-0.072964,268.283
2,2.5,19.05,0.000706274,0.00112024,-0.0734215,268.294
2,2.5,19.08,0.000618251,0.00126482,-0.0729305,268.306
2,2.5,19.11,0.000553307,0.00141477,-0.0725067,268.317
2,2.5,19.14,0.000489267,0.00156993,-0.0721128,268.327
2,2.5,19.17,0.000434735,0.00173677,-0.0718421,268.338
2,2.5,19.2,0.000396913,0.00195228,-0.0718862,268.348
2,2.5,19.23,0.000363767,0.00222656,-0.0719406,268.36
2,2.5,19.26,0.000346372,0.00254725,-0.0721643,268.372
2,2.5,19.29,0.000341037,0.00290295,-0.0725212,268.385
2,2.5,19.32,0.000335047,0.00325471,-0.0728886,268.397
2,2.5,19.35,0.00031006,0.00353705,-0.0726132,268.41
2,2.5,19.38,0.000269734,0.00385801,-0.0721464,268.421
2,2.5,19.41,0.000219386,0.00416162,-0.071319,268.433
2,2.5,19.44,0.000174125,0.00452416,-0.0709796,268.445
2,2.5,19.47,0.00013334,0.00505893,-0.0707227,268.459
2,2.5,19.5,9.08388e-05,0.00560537,-0.0703112,268.473
2,2.5,19.53,5.35484e-05,0.00619846,-0.0702063,268.484
2,2.5,19.56,1.97899e-05,0.00681178,-0.0701378,268.495
2,2.5,19.59,-2.90719e-05,0.00737158,-0.0696819,268.507
2,2.5,19.62,-6.37814e-05,0.00784417,-0.0694326,268.517
2,2.5,19.65,-9.72333e-05,0.00830624,-0.0690394,268.528
2,2.5,19.68,-0.000125933,0.0087056,-0.0686361,268.537
2,2.5,19.71,-0.000129834,0.00919971,-0.0679045,268.549
2,2.5,19.74,-0.000145166,0.00980334,-0.0665331,268.56
2,2.5,19.77,-0.00016051,0.0104035,-0.0651631,268.572
2,2.5,19.8,-0.00014528,0.0108971,-0.064571,268.582
2,2.5,19.83,-0.000112367,0.0113292,-0.0644286,268.59
2,2.5,19.86,-7.94184e-05,0.0117578,-0.0642888,268.599
2,2.5,19.89,-9.27225e-05,0.0121412,-0.0632088,268.609
2,2.5,19.92,-0.000122553,0.0125091,-0.0614832,268.621
2,2.5,19.95,-0.000152349,0.0128765,-0.0597566,268.632
2,2.5,19.98,-0.000173997,0.0131464,-0.0588324,268.642
2,2.5,20.01,-0.000186374,0.0132649,-0.0581438,268.65
2,2.5,20.04,-0.000215016,0.0134782,-0.0572133,268.658
2,2.5,20.07,-0.000220517,0.013623,-0.0556385,268.666
2,2.5,20.1,-0.000222731,0.0136336,-0.0545178,268.675
2,2.5,20.13,-0.000218326,0.0136835,-0.0540678,268.683
2,2.5,20.16,-0.000203178,0.0136589,-0.0533474,268.691
2,2.5,20.19,-0.000221376,0.0132764,-0.0522563,268.699
2,2.5,20.22,-0.000245904,0.0130169,-0.0515539,268.706
2,2.5,20.25,-0.000288405,0.0128003,-0.0506211,268.714
2,2.5,20.28,-0.000339384,0.0126358,-0.0494569,268.722
2,2.5,20.31,-0.000351635,0.0123923,-0.0489826,268.729
2,2.5,20.34,-0.000368254,0.0119834,-0.0481118,268.736
2,2.5,20.37,-0.000356827,0.011365,-0.0474687,268.742
2,2.5,20.4,-0.000359875,0.0108385,-0.0467896,268.749
2,2.5,20.43,-0.000362821,0.0103555,-0.0461603,268.756
2,2.5,20.46,-0.000362657,0.00987511,-0.0455328,268.762
